UPA;UT;Faixa;Especie;DAP;Hc;Qf;Volume;MICRO
6;5;6;Acapu;44.245;13;1;1.39914;AEE
6;5;6;Louro Vermelho;45.2;17;1;1.909474;AEE
6;5;6;Abiu;53.158;18;1;2.796363;AEE
6;5;6;Tauari;48.383;21;1;2.70268;AEE
6;5;6;Tachirana;50.611;18;1;2.534866;AEE
6;5;6;Tachi Preto;136.237;18;2;18.367423;AEE
6;5;6;Acapu;43.608;12;1;1.254615;AEE
6;5;6;Abiu vermelho;46.155;22;1;2.576599;AEE
6;5;6;Matamat  branco;47.746;15;2;1.880018;AEE
6;5;6;Cumaru;69.392;14;1;3.706203;AEE
6;5;6;Inhar‚;55.704;20;1;3.411884;AEE
6;5;6;Cupi£ba;130.507;20;1;18.727762;AEE
6;5;6;Louro Vermelho;54.113;19;1;3.058719;AEE
6;5;6;Abiu vermelho;114.592;15;1;10.828902;AEE
6;5;6;Abiu vermelho;76.394;23;1;7.379696;AEE
6;5;6;Fava branca;73.211;25;2;7.366884;AEE
6;5;6;Fava branca;47.11;18;2;2.196262;AEE
6;5;6;Fava branca;50.93;15;2;2.139042;AEE
6;5;6;Timborana;66.845;11;2;2.702212;AEE
6;5;6;Matamat  branco;62.07;18;2;3.812676;AEE
6;5;6;Abiu vermelho;63.662;14;2;3.119437;AEE
6;5;6;Cajuacu;45.837;22;1;2.541182;AEE
6;5;6;Abiu vermelho;124.141;24;2;20.334272;AEE
6;5;6;Matamata vermelho;45.2;17;1;1.909474;AEE
6;5;6;Matamata vermelho;47.11;19;1;2.318276;AEE
6;5;6;Tauari;66.845;23;1;5.65008;AEE
6;5;6;Cupi£ba;65.254;21;2;4.916038;AEE
6;5;6;Fava branca;46.792;19;2;2.287054;AEE
6;5;6;Acapu;36.606;12;1;0.884026;AEE
6;5;6;Acapu;63.662;17;2;3.787888;AEE
6;5;6;Maparajuba;64.935;18;2;4.172737;AEE
6;5;6;Acapu;50.293;10;1;1.3906;AEE
6;5;6;Ita£ba;63.344;18;1;3.970698;AEE
6;5;6;Tauari;62.07;20;1;4.236307;AEE
6;5;6;Acapu;61.434;16;1;3.319883;AEE
6;5;6;Matamat  preto;47.428;10;2;1.23669;AEE
6;5;6;Matamata vermelho;50.293;15;1;2.085901;AEE
6;5;6;Maparajuba;48.383;18;1;2.316583;AEE
6;5;6;Fava orelha de macaco;127.324;24;2;21.390424;AEE
6;5;6;Acapu;61.115;12;1;2.464177;AEE
6;5;6;Angelim pedra;97.085;25;2;12.954715;AEE
6;5;6;Abiu vermelho;143.239;23;3;25.944245;AEE
6;5;6;Maparajuba;57.296;14;2;2.526744;AEE
6;5;6;Seringa;48.701;18;1;2.347165;AEE
6;5;6;Pau Jacar‚;76.394;15;4;4.812846;AEE
6;5;6;Matamat  branco;62.07;17;1;3.600861;AEE
6;5;6;Cupi£ba;120.958;15;1;12.065536;AEE
6;5;6;Abiu vermelho;47.11;14;1;1.708204;AEE
6;5;6;Tachirana;66.845;22;1;5.404424;AEE
6;5;6;Cupi£ba;58.887;15;2;2.859716;AEE
6;5;6;Acapu;35.014;12;2;0.808825;AEE
6;5;6;Cupi£ba;60.479;22;2;4.42403;AEE
6;5;6;Amapa amargoso;50.293;15;2;2.085901;AEE
6;5;6;Jatoba;62.389;25;1;5.349834;AEE
6;5;6;Ananin;54.749;23;2;3.790294;AEE
6;5;7;Abiu vermelho;62.07;15;2;3.17723;AEE
6;5;7;Abiu vermelho;54.749;16;1;2.636726;AEE
6;5;7;Cupi£ba;105.042;20;1;12.132381;AEE
6;5;7;Ananin;54.113;17;1;2.736749;AEE
6;5;7;Tachi Branco;56.341;15;2;2.617737;AEE
6;5;7;Timborana;66.845;18;1;4.421802;AEE
6;5;7;Tachirana;65.254;22;2;5.150135;AEE
6;5;7;Angelim pedra;62.07;26;2;5.507199;AEE
6;5;7;Jatoba;46.473;19;1;2.256044;AEE
6;5;7;Cupi£ba;84.352;17;1;6.65011;AEE
6;5;7;Inhar‚;53.794;16;1;2.54555;AEE
6;5;7;Acapu;51.566;14;1;2.046663;AEE
6;5;7;Acapu;51.885;14;1;2.072008;AEE
6;5;7;Ma‡aranduba;57.614;16;1;2.919882;AEE
6;5;7;Inhar‚;53.794;15;2;2.386453;AEE
6;5;7;Acapu;48.701;14;1;1.825572;AEE
6;5;7;Abiu vermelho;54.431;8;3;1.303078;AEE
6;5;7;Ma‡aranduba;67.163;18;1;4.464014;AEE
6;5;7;Acapu;46.155;11;2;1.2883;AEE
6;5;7;Acapu;40.425;10;2;0.898454;AEE
6;5;7;Ananin;49.656;16;2;2.168989;AEE
6;5;7;Acapu;44.563;10;2;1.091803;AEE
6;5;7;Angelim vermelho;178.254;22;1;38.431462;AEE
6;5;7;Matamat  preto;62.07;16;1;3.389045;AEE
6;5;7;Acapu;71.62;16;1;4.512043;AEE
6;5;7;Tachi Preto;66.845;24;2;5.895736;AEE
6;5;7;Louro Vermelho;104.087;21;2;12.508435;AEE
6;5;7;Muiracatiara;45.2;26;1;2.920372;AEE
6;5;7;Matamat  preto;55.386;12;1;2.023802;AEE
6;5;7;Seringa;62.707;12;2;2.594191;AEE
6;5;7;Ma‡aranduba;57.932;17;1;3.13675;AEE
6;5;7;Tachi Branco;49.975;21;2;2.883412;AEE
6;5;7;Tauari;61.752;16;1;3.354375;AEE
6;5;7;Piquiarana;62.07;11;2;2.329969;AEE
6;5;7;Maparajuba;55.704;13;2;2.217725;AEE
6;5;7;Guajara Bolacha;63.662;17;1;3.787888;AEE
6;5;7;NI;58.887;20;2;3.812955;AEE
6;5;7;Tachirana;98.676;16;2;8.565082;AEE
6;5;7;Acapu;40.744;15;1;1.368987;AEE
6;5;7;Maparajuba;63.662;18;2;4.010705;AEE
6;5;7;Acapu;37.879;9;1;0.709945;AEE
6;5;7;Acapu;36.606;12;1;0.884026;AEE
6;5;7;Acapu;39.152;13;1;1.095574;AEE
6;5;7;Acapu;66.527;18;1;4.37979;AEE
6;5;7;Ita£ba;43.29;13;2;1.339397;AEE
6;5;7;Acapu;35.014;13;1;0.876228;AEE
6;5;7;Amapa amargoso;52.203;15;2;2.247331;AEE
6;5;7;Fava branca;59.842;20;2;3.937621;AEE
6;5;7;Louro Preto;54.113;5;3;0.804926;AEE
6;5;7;Envira Preta;51.248;16;2;2.310255;AEE
6;5;7;Fava escorrega macaco;68.118;9;2;2.295928;AEE
6;5;7;Cupi£ba;105.042;19;2;11.525762;AEE
6;5;7;Matamata vermelho;54.113;13;1;2.092808;AEE
6;5;7;Matamat  branco;50.93;16;1;2.281645;AEE
6;5;7;Abiu vermelho;61.752;16;2;3.354375;AEE
6;5;7;Maparajuba;64.299;18;1;4.09132;AEE
6;5;7;Sucupira Amarela;49.975;19;1;2.608802;AEE
6;5;7;Cupi£ba;60.479;14;1;2.815292;AEE
6;5;7;Ita£ba;57.296;22;1;3.970598;AEE
6;5;7;Sucupira tento, pele de sapo;50.93;16;1;2.281645;AEE
6;5;7;Sucupira Amarela;46.155;15;1;1.756772;AEE
6;5;7;Tauari;46.155;19;2;2.225245;AEE
6;5;7;Tauari;49.338;13;1;1.739782;AEE
6;5;7;Tauari;52.521;19;1;2.881441;AEE
6;5;7;Cajuacu;63.662;22;1;4.901972;AEE
6;5;7;Acapu;41.38;14;2;1.317962;AEE
6;5;7;Maparajuba;50.93;19;1;2.709454;APP
6;5;7;Tachi Branco;49.338;20;2;2.676588;AEE
6;5;7;Ma‡aranduba;49.338;20;1;2.676588;AEE
6;5;7;Andiroba;52.521;22;1;3.336405;AEE
6;5;7;Breu sucuruba;63.662;14;2;3.119437;APP
6;5;7;Acapu;35.014;14;1;0.94363;APP
6;5;7;Inhar‚;49.338;19;1;2.542759;APP
6;5;7;Muiracatiara;46.155;23;1;2.693717;AEE
6;5;7;Matamat  preto;46.155;12;1;1.405418;AEE
6;5;7;Fava arara tucupi;46.155;21;1;2.459481;APP
6;5;7;Maparajuba;46.155;19;2;2.225245;AEE
6;5;7;Abiu vermelho;48.383;15;1;1.930486;APP
6;5;7;Tachi Preto;55.704;14;1;2.388319;APP
6;5;7;Cumaru;127.324;25;1;22.281692;AEE
6;5;7;Seringarana;49.338;18;1;2.408929;AEE
6;5;7;Sucupira Amarela;48.383;15;2;1.930486;APP
6;5;7;Roxinho;47.746;15;3;1.880018;APP
6;5;7;Acapu;57.296;14;3;2.526744;APP
6;5;7;Louro Preto;57.296;17;2;3.068189;APP
6;5;7;Melancieiro;49.338;17;2;2.2751;APP
6;5;7;Abiu vermelho;47.746;14;2;1.754683;APP
6;5;7;Acapu;35.014;15;1;1.011032;AEE
6;5;7;Abiu vermelho;55.704;16;2;2.729507;AEE
6;5;7;Louro Pimenta;49.975;16;1;2.196886;AEE
6;5;7;Maparajuba;46.155;15;1;1.756772;APP
6;5;7;Guajara Bolacha;57.296;20;1;3.609634;AEE
6;5;7;Abiu rosadinho;45.2;12;1;1.347864;AEE
6;5;7;Sucupira Amarela;45.2;14;3;1.572508;AEE
6;5;7;Abiu rosadinho;47.746;17;1;2.130687;AEE
6;5;7;Tachi Preto;45.2;12;2;1.347864;AEE
6;5;7;Cupi£ba;57.296;19;2;3.429152;AEE
6;5;7;Abiu rosadinho;47.746;15;2;1.880018;AEE
6;5;7;Cupi£ba;95.493;20;1;10.026761;AEE
6;5;7;Paraputaca;49.338;17;2;2.2751;AEE
6;5;7;Louro Pimenta;49.338;15;2;2.007441;AEE
6;5;7;Matamat  branco;54.113;14;1;2.253793;AEE
6;5;7;Matamata vermelho;46.155;15;2;1.756772;AEE
6;5;7;Sucupira Amarela;47.746;13;2;1.629349;AEE
6;5;7;Abiu vermelho;46.155;15;2;1.756772;AEE
6;5;7;Guajara Bolacha;66.845;19;2;4.667457;AEE
6;5;7;Matamat  jiboia;49.338;18;1;2.408929;AEE
6;5;7;Louro amarelo;45.2;14;1;1.572508;AEE
6;5;7;Matamat  branco;46.155;12;2;1.405418;AEE
6;5;7;Timborana;95.493;22;1;11.029438;AEE
6;5;7;Cumaruzinho;52.521;17;2;2.578131;AEE
6;5;7;Abiu rosadinho;45.2;17;1;1.909474;AEE
6;5;7;Abiu rosadinho;45.2;15;1;1.68483;AEE
6;5;7;Amapa doce;47.746;20;1;2.50669;AEE
6;5;7;Matamat  branco;45.2;19;2;2.134118;AEE
6;5;7;Acapu;39.789;14;2;1.21853;AEE
6;5;7;Abiu vermelho;57.296;20;1;3.609634;AEE
6;5;7;Sucupira Amarela;42.972;15;2;1.522814;AEE
6;5;7;Maparajuba;48.383;22;1;2.831379;AEE
6;5;7;Maparajuba;46.155;16;1;1.87389;AEE
6;5;7;Seringarana;48.383;21;2;2.70268;AEE
6;5;7;Acapu;45.2;12;2;1.347864;AEE
6;5;7;Tachi Branco;111.408;19;1;12.96516;AEE
6;5;7;Seringarana;57.296;19;2;3.429152;AEE
6;5;7;Maparajuba;49.338;20;1;2.676588;AEE
6;5;7;Matamat  preto;55.704;11;2;1.876536;AEE
6;5;7;Guajara Bolacha;46.155;18;1;2.108127;AEE
6;5;7;Guajara Bolacha;45.2;18;1;2.021796;AEE
6;5;7;Jatoba;57.296;20;1;3.609634;AEE
6;5;7;Seringarana;46.155;22;1;2.576599;AEE
6;5;7;Acapu;35.014;14;2;0.94363;AEE
6;5;7;Seringarana;49.338;22;1;2.944247;AEE
6;5;7;Acapu;35.014;16;2;1.078434;AEE
6;5;7;Tanimbuca;52.521;21;1;3.18475;AEE
6;5;7;Abiu vermelho;46.473;16;1;1.899826;AEE
6;5;7;Cajuacu;111.408;25;1;17.05942;AEE
6;5;7;Abiu vermelho;63.662;20;1;4.456338;AEE
6;5;7;Abiu rosadinho;45.2;18;1;2.021796;AEE
6;5;7;Abiu vermelho;45.2;19;1;2.134118;APP
6;5;7;Cupi£ba;57.296;17;2;3.068189;AEE
6;5;7;Cedrorana;49.338;11;1;1.472124;AEE
6;5;7;Cumaruzinho;55.704;17;3;2.900101;APP
6;5;7;Coco pau;55.704;20;1;3.411884;APP
6;5;7;Cumaruzinho;70.028;14;3;3.774519;APP
6;5;7;Cedro;62.07;20;1;4.236307;APP
6;5;7;Cedrorana;95.493;21;2;10.5281;APP
6;5;7;Acapu;35.014;14;2;0.94363;APP
6;5;7;Cumaruzinho;55.704;15;1;2.558913;APP
6;5;7;Maparajuba;47.746;14;2;1.754683;APP
6;5;7;Melancieiro;111.408;20;2;13.647536;APP
6;5;7;Matamat  preto;48.383;15;1;1.930486;AEE
6;5;7;Cumaruzinho;53.158;15;2;2.330303;APP
6;5;7;Cumaruzinho;58.887;16;2;3.050364;APP
6;5;7;Cajuacu;117.775;23;1;17.539591;APP
6;5;7;Melancieiro;111.408;20;1;13.647536;APP
6;5;7;Tachi Branco;46.155;16;1;1.87389;APP
6;5;7;Maparajuba;47.746;23;2;2.882694;AEE
6;5;7;Angelim vermelho;127.324;25;2;22.281692;AEE
6;5;7;Acapu;50.93;15;1;2.139042;APP
6;5;7;Abiu vermelho;46.155;15;1;1.756772;APP
6;5;7;Breu sucuruba;49.338;17;2;2.2751;APP
6;5;7;Cumaruzinho;52.521;13;3;1.971512;APP
6;5;7;Cedrorana;63.662;19;1;4.233521;AEE
6;5;7;Cedrorana;62.07;21;2;4.448122;APP
6;5;7;Cumaruzinho;76.394;17;3;5.454558;APP
6;5;7;Abiu vermelho;46.155;19;3;2.225245;APP
6;5;7;Melancieiro;49.338;13;3;1.739782;APP
6;5;7;Maparajuba;55.704;22;1;3.753072;AEE
6;5;7;Angelim pedra;76.394;23;1;7.379696;AEE
6;5;7;Abiu vermelho;47.746;19;1;2.381356;AEE
6;5;7;Matamat  branco;49.338;16;1;2.141271;AEE
6;5;7;Muiracatiara;49.338;23;1;3.078076;APP
6;5;7;Acapu;45.2;16;1;1.797152;AEE
6;5;7;Cedrorana;143.239;25;1;28.200267;APP
6;5;7;Cedrorana;151.197;25;1;31.420667;APP
6;5;7;Cumaruzinho;46.155;14;1;1.639654;APP
6;5;7;Fava escorrega macaco;49.338;19;2;2.542759;APP
6;5;7;Matamat  branco;45.2;12;3;1.347864;AEE
6;5;8;Paraputaca;60.479;12;2;2.413107;APP
6;5;8;Tachirana;55.068;19;1;3.167627;APP
6;5;8;Acapu;56.659;12;2;2.117919;APP
6;5;8;Acapu;43.608;10;2;1.045513;AEE
6;5;8;Tachi Preto;93.901;17;2;8.241023;AEE
6;5;8;Acapu;35.014;10;2;0.674021;AEE
6;5;8;Acapu;44.563;13;2;1.419344;APP
6;5;8;Abiu vermelho;53.794;15;1;2.386453;APP
6;5;8;Abiu rosadinho;50.93;16;1;2.281645;AEE
6;5;8;Acapu;46.155;11;1;1.2883;AEE
6;5;8;Matamat  branco;54.113;15;2;2.414778;AEE
6;5;8;Maparajuba;56.659;15;1;2.647399;AEE
6;5;8;Acapu;38.197;8;2;0.641713;APP
6;5;8;Cajuacu;74.803;14;1;4.306773;APP
6;5;8;Cedrorana;145.468;18;2;20.940791;APP
6;5;8;Cumaru;59.524;11;3;2.142713;APP
6;5;8;Cedrorana;117.775;18;1;13.726636;APP
6;5;8;Abiu rosadinho;50.293;14;1;1.946841;AEE
6;5;8;Ita£ba;59.206;14;2;2.698001;AEE
6;5;8;Matamat  branco;47.746;13;2;1.629349;AEE
6;5;8;Maparajuba;53.158;13;1;2.019596;AEE
6;5;8;Angelim vermelho;50.93;15;2;2.139042;AEE
6;5;8;Matamat  branco;50.93;12;2;1.711234;AEE
6;5;8;Acapu;38.197;12;2;0.962569;AEE
6;5;8;Acapu;63.025;10;2;2.183829;AEE
6;5;8;Cupi£ba;85.944;14;2;5.685174;APP
6;5;8;Cajuacu;87.535;13;2;5.476422;AEE
6;5;8;Cedrorana;79.577;17;3;5.918575;AEE
6;5;8;Cajuacu;63.662;12;2;2.673803;AEE
6;5;8;Cumaru;63.662;13;2;2.89662;AEE
6;5;8;Acapu;71.62;11;1;3.102029;AEE
6;5;8;Fava atanÆ;71.301;15;1;4.192523;AEE
6;5;8;Cedrorana;89.127;20;1;8.734423;AEE
6;5;8;Acapu;50.93;10;1;1.426028;AEE
6;5;8;Maparajuba;55.704;13;2;2.217725;AEE
6;5;8;Acapu;47.746;11;2;1.37868;AEE
6;5;8;Coco pau;71.62;17;2;4.794045;AEE
6;5;8;Sucupira Preta;48.383;12;2;1.544389;AEE
6;5;8;Ita£ba;50.293;16;2;2.224961;AEE
6;5;8;Louro canela;49.02;19;2;2.510055;AEE
6;5;8;Abiu rosadinho;45.2;13;1;1.460186;AEE
6;5;8;Matamata vermelho;46.155;13;1;1.522536;AEE
6;5;8;Abiu vermelho;60.161;14;2;2.785735;AEE
6;5;8;Seringarana;51.885;16;1;2.368009;AEE
6;5;8;Envira Preta;60.479;19;2;3.820753;AEE
6;5;8;NI;57.296;12;2;2.165781;AEE
6;5;8;Abiu vermelho;63.344;17;1;3.750103;AEE
6;5;8;Seringa;45.2;17;2;1.909474;AEE
6;5;8;Abiu vermelho;50.93;13;2;1.853837;AEE
6;5;8;Uxirana;55.386;15;2;2.529752;AEE
6;5;8;Abiu rosadinho;66.845;17;2;4.176146;AEE
6;5;8;Acapu;36.606;10;1;0.736688;AEE
6;5;8;Guariuba;52.839;16;1;2.455977;AEE
6;5;8;Acapu;42.972;10;2;1.01521;AEE
6;5;8;Abiu vermelho;69.073;14;2;3.672279;AEE
6;5;8;Angelim vermelho;98.676;20;2;10.706353;AEE
6;5;8;Guariuba;81.487;15;1;5.475949;AEE
6;5;8;Acapu;76.394;13;2;4.171133;AEE
6;5;8;Jatoba;59.206;14;1;2.698001;AEE
6;5;8;Sucupira Amarela;49.338;13;2;1.739782;AEE
6;5;8;Seringa;46.155;17;2;1.991008;AEE
6;5;8;Abiu vermelho;59.206;16;1;3.08343;AEE
6;5;8;Angelim rajado;47.428;8;2;0.989352;AEE
6;5;8;Abiu rosadinho;51.885;12;2;1.776007;AEE
6;5;8;Paraputaca;63.662;12;2;2.673803;AEE
6;5;8;Abiu vermelho;68.437;11;2;2.832421;AEE
6;5;8;Abiu rosadinho;58.887;14;1;2.669068;AEE
6;5;8;Abiu vermelho;60.479;15;2;3.016384;AEE
6;5;8;Louro Preto;47.746;16;2;2.005352;AEE
6;5;8;Abiu vermelho;57.296;14;2;2.526744;AEE
6;5;8;Muiracatiara;45.518;16;2;1.822553;AEE
6;5;8;Cumaru;45.518;9;2;1.025186;AEE
6;5;8;Abiu vermelho;66.845;17;1;4.176146;AEE
6;5;8;Louro Preto;85.944;13;2;5.27909;AEE
6;5;8;Louro Preto;84.989;12;1;4.765319;AEE
6;5;8;Louro Preto;63.662;13;2;2.89662;AEE
6;5;8;Abiu vermelho;89.127;16;1;6.987539;AEE
6;5;8;Matamata vermelho;46.155;15;2;1.756772;AEE
6;5;8;Seringarana;76.394;12;2;3.850276;AEE
6;5;8;Melancieiro;89.127;13;3;5.677375;AEE
6;5;8;Breu vermelho;54.113;20;2;3.219705;AEE
6;5;8;Cupi£ba;63.344;12;1;2.647132;AEE
6;5;8;Fava orelha de macaco;62.389;12;1;2.56792;AEE
6;5;8;Cupi£ba;74.803;16;1;4.922026;AEE
6;5;8;Tauari;78.304;18;2;6.067795;AEE
6;5;8;Jatoba;66.845;16;2;3.93049;AEE
6;5;8;Abiu vermelho;54.113;13;2;2.092808;APP
6;5;8;Melancieiro;55.068;17;2;2.834192;APP
6;5;8;Cumaru;54.113;12;3;1.931823;APP
6;5;8;Paraputaca;54.749;16;2;2.636726;AEE
6;5;8;Matamat  branco;60.479;15;2;3.016384;AEE
6;5;8;Seringa;54.113;17;1;2.736749;AEE
6;5;8;Cupi£ba;66.845;14;1;3.439179;APP
6;5;8;Maparajuba;46.155;13;2;1.522536;APP
6;5;8;Seringarana;65.254;17;1;3.979649;APP
6;5;8;Acapu;45.2;14;3;1.572508;APP
6;5;8;Matamata vermelho;51.566;12;1;1.754282;APP
6;5;8;Acapu;43.927;14;1;1.485164;APP
6;5;8;Tachirana;48.383;16;2;2.059185;APP
6;5;8;Par -Par ;51.566;12;2;1.754282;APP
6;5;8;Matamata vermelho;53.158;14;2;2.174949;APP
6;5;8;Louro faia;57.296;18;1;3.248671;APP
6;5;8;Jatoba;73.211;14;1;4.125455;APP
6;5;8;Tauari;70.983;17;2;4.709197;APP
6;5;8;Abiu vermelho;63.662;14;2;3.119437;APP
6;5;8;Seringarana;70.028;20;1;5.392169;APP
6;5;8;Timborana;52.521;12;2;1.819857;AEE
6;5;8;Acapu;41.38;9;2;0.847261;AEE
6;5;8;Maparajuba;50.93;12;1;1.711234;AEE
6;5;8;Tauari;82.761;18;1;6.778091;AEE
6;5;8;Seringarana;61.752;16;2;3.354375;AEE
6;5;8;Abiu vermelho;65.89;18;1;4.296367;AEE
6;5;8;Abiu vermelho;45.2;15;2;1.68483;AEE
6;5;8;Matamat  jiboia;57.296;17;1;3.068189;AEE
6;5;8;Andiroba;54.113;22;2;3.541675;AEE
6;5;8;Cupi£ba;89.127;14;2;6.114096;AEE
6;5;8;Matamat  branco;45.2;12;2;1.347864;AEE
6;5;8;Jatoba;53.794;16;2;2.54555;AEE
6;5;8;Acapu;38.515;12;2;0.978679;AEE
6;5;8;Melancieiro;92.31;15;2;7.027089;AEE
6;5;8;Muiracatiara;60.479;22;1;4.42403;AEE
6;5;8;Matamata vermelho;70.028;13;2;3.50491;AEE
6;5;8;Acapu;36.606;12;2;0.884026;AEE
6;5;8;Angelim vermelho;70.028;18;2;4.852953;AEE
6;5;8;Maparajuba;53.476;14;1;2.201075;AEE
6;5;8;Jatoba;50.93;15;2;2.139042;AEE
6;5;8;Acapu;54.113;9;2;1.448867;AEE
6;5;8;Cupi£ba;70.028;13;2;3.50491;AEE
6;5;8;Maparajuba;50.293;16;1;2.224961;AEE
6;5;8;Maparajuba;48.383;13;2;1.673088;AEE
6;5;8;Maparajuba;56.659;16;2;2.823893;AEE
6;5;8;Ma‡aranduba;76.394;13;1;4.171133;AEE
6;5;8;Cumaru;54.113;15;2;2.414778;AEE
6;5;8;Cupi£ba;62.07;15;1;3.17723;AEE
6;5;8;Guajara Bolacha;82.761;17;1;6.40153;AEE
6;5;8;Maparajuba;76.394;16;1;5.133702;AEE
6;5;8;Acapu;43.608;12;2;1.254615;AEE
6;5;8;Cupi£ba;82.761;13;2;4.895288;AEE
6;5;8;Timborana;89.127;15;2;6.550817;AEE
6;5;8;Abiu vermelho;73.211;16;2;4.714806;AEE
6;5;8;Acapu;66.845;14;2;3.439179;AEE
6;5;8;Amapa amargoso;57.296;13;2;2.346262;AEE
6;5;8;Matamata vermelho;50.93;12;1;1.711234;AEE
6;5;8;Maparajuba;47.746;16;1;2.005352;AEE
6;5;8;Acapu;39.47;17;1;1.456064;AEE
6;5;8;Acapu;41.38;14;2;1.317962;AEE
6;5;8;Fava Bolota;65.89;11;2;2.625558;AEE
6;5;8;Acapu;50.93;11;2;1.568631;AEE
6;5;9;Matamat  jiboia;56.977;10;1;1.784819;AEE
6;5;9;Abiu vermelho;101.859;14;2;7.985758;AEE
6;5;9;Matamata vermelho;66.845;16;2;3.93049;AEE
6;5;9;Seringa;66.845;20;1;4.913113;AEE
6;5;9;Maparajuba;71.938;15;1;4.267724;AEE
6;5;9;Maparajuba;70.665;15;1;4.117991;AEE
6;5;9;Maparajuba;47.428;12;2;1.484028;AEE
6;5;9;Louro Vermelho;54.113;13;2;2.092808;AEE
6;5;9;Guajara Bolacha;81.806;14;2;5.150892;AEE
6;5;9;Acapu;41.062;10;1;0.926974;AEE
6;5;9;Acapu;50.93;13;1;1.853837;AEE
6;5;9;Angelim amargoso;70.028;16;1;4.313736;AEE
6;5;9;Cupi£ba;66.845;13;2;3.193524;AEE
6;5;9;Acapu;47.746;15;1;1.880018;AEE
6;5;9;Maparajuba;67.482;20;1;5.007142;AEE
6;5;9;Abiu rosadinho;47.746;12;2;1.504014;AEE
6;5;9;Acapu;41.38;9;2;0.847261;AEE
6;5;9;Acapu;45.518;11;2;1.253005;AEE
6;5;9;Abiu rosadinho;50.93;13;1;1.853837;AEE
6;5;9;Jatoba;50.93;14;2;1.99644;AEE
6;5;9;Par -Par ;48.701;15;2;1.955971;AEE
6;5;9;Timborana;77.349;15;2;4.933919;APP
6;5;9;Tauari;54.113;19;2;3.058719;APP
6;5;9;Breu vermelho;50.611;14;3;1.971562;APP
6;5;9;Tauari;66.845;17;1;4.176146;APP
6;5;9;Acapu;60.479;12;2;2.413107;APP
6;5;9;Louro abacate;85.944;14;2;5.685174;APP
6;5;9;Cupi£ba;82.761;15;1;5.648409;APP
6;5;9;Maparajuba;53.476;12;2;1.886635;APP
6;5;9;Matamat  branco;57.296;11;2;1.985299;APP
6;5;9;Piquia;76.394;15;1;4.812846;APP
6;5;9;Acapu;56.341;12;1;2.094189;APP
6;5;9;Ananin;45.2;16;2;1.797152;AEE
6;5;9;Cupi£ba;89.127;17;2;7.42426;AEE
6;5;9;Abiu rosadinho;47.746;14;2;1.754683;AEE
6;5;9;Breu vermelho;56.341;13;2;2.268705;AEE
6;5;9;Matamat  branco;92.31;14;2;6.558616;AEE
6;5;9;Piquia;183.665;15;1;27.81833;AEE
6;5;9;Louro Preto;49.656;12;2;1.626742;AEE
6;5;9;Muiracatiara;70.028;19;4;5.122561;AEE
6;5;9;Abiu rosadinho;55.704;15;2;2.558913;AEE
6;5;9;Piquia;98.676;11;2;5.888494;AEE
6;5;9;Cupi£ba;70.028;10;2;2.696085;AEE
6;5;9;Maparajuba;58.887;10;1;1.906477;AEE
6;5;9;Guajara Bolacha;53.158;14;1;2.174949;AEE
6;5;9;Cupi£ba;83.397;16;2;6.118018;AEE
6;5;9;Fava branca;94.22;12;2;5.856698;AEE
6;5;9;Muiracatiara;64.299;19;1;4.318615;AEE
6;5;9;Cupi£ba;52.521;14;1;2.123167;AEE
6;5;9;Cupi£ba;83.716;15;1;5.779509;AEE
6;5;9;Piquia;54.113;14;2;2.253793;AEE
6;5;9;Ananin;52.839;18;2;2.762974;AEE
6;5;9;NI;82.761;17;2;6.40153;AEE
6;5;9;Abiu rosadinho;60.479;15;1;3.016384;AEE
6;5;9;Cumaru;73.211;15;1;4.420131;AEE
6;5;9;Melancieiro;49.338;13;2;1.739782;AEE
6;5;9;Louro Vermelho;92.31;15;2;7.027089;AEE
6;5;9;Muiracatiara;76.394;19;2;6.096271;AEE
6;5;9;Acapu;39.152;15;2;1.264124;AEE
6;5;9;Louro Preto;76.394;15;2;4.812846;AEE
6;5;9;Angelim pedra;47.746;16;2;2.005352;AEE
6;5;9;Cajuacu;77.986;18;1;6.018564;AEE
6;5;9;Cupi£ba;98.676;19;1;10.171035;AEE
6;5;9;Jatoba;58.887;17;2;3.241011;AEE
6;5;9;Seringarana;65.572;18;1;4.254957;AEE
6;5;9;Maparajuba;70.028;19;1;5.122561;AEE
6;5;9;Jatoba;82.761;18;1;6.778091;AEE
6;5;9;Maparajuba;70.983;19;1;5.26322;AEE
6;5;9;Maparajuba;54.749;19;1;3.131112;AEE
6;5;9;Cupi£ba;85.307;20;1;8.001801;AEE
6;5;9;Angelim vermelho;114.592;18;2;12.994683;AEE
6;5;9;Maparajuba;70.028;19;2;5.122561;AEE
6;5;9;Muiracatiara;63.662;22;1;4.901972;AEE
6;5;9;Melancieiro;57.296;19;2;3.429152;AEE
6;5;9;Melancieiro;50.93;17;2;2.424248;AEE
6;5;9;Acapu;55.704;14;2;2.388319;AEE
6;5;9;Ucuubarana;85.944;19;2;7.715593;AEE
6;5;9;Cupi£ba;70.028;20;1;5.392169;AEE
6;5;9;Breu vermelho;46.473;15;1;1.781087;AEE
6;5;9;Abiu vermelho;70.028;19;1;5.122561;AEE
6;5;9;Acapu;52.521;15;1;2.274821;AEE
6;5;9;Acapu;47.746;12;2;1.504014;AEE
